idade,escolaridade,estado_civil,numero_filhos,renda_mensal,valor_emprestimo,taxa_juros_nominal,valor_garantia,PIB_regiao,taxa_desemprego,inflacao_mensal,trimestre_solicitacao,dia_util,renda_idade,divida_renda,taxa_juros_efetiva,score_credito,inadimplente
39,Médio,Casado,2,2724.43,1206.88,11.12,38417.55,1853416.58,0.19,0.38,2,1,106.25277,2.158155191932894,11.162256,373,1
44,Pós,Divorciado,2,4021.63,13157.75,5.65,22089.54,4195278.85,0.46,0.52,2,0,176.95172,3.1250056870918894,5.679380000000001,679,0
24,Pós,Solteiro,1,2894.69,12276.62,12.78,10988.85,4325913.69,0.3,0.5,2,1,69.47256,1.3710494485425315,12.843899999999998,517,0
39,Médio,Solteiro,0,21748.66,3386.06,14.43,17837.38,4675776.55,0.26,0.59,2,0,848.1977400000001,2.4865565776493566,14.515137,621,0
32,Superior,Casado,0,3730.12,7092.74,7.24,53909.04,4348897.13,0.2,0.48,3,1,119.36384,0.46962462044342285,7.274751999999999,606,0
43,Pós,Divorciado,0,8889.86,4075.5,9.29,14574.54,3535478.12,0.04,0.4,2,1,382.26398,1.253745309074874,9.32716,559,0
18,Médio,Casado,0,3308.61,397.58,13.24,22958.53,2860707.12,0.46,0.38,3,1,59.55498000000001,4.452032341803359,13.290312,473,1
34,Fundamental,Casado,0,18768.67,1788.5,11.06,22570.84,4991871.64,0.18,0.39,2,0,638.1347799999999,1.8990189103789112,11.103134,562,1
28,Superior,Divorciado,0,6023.59,2079.89,13.57,47685.2,,0.41,0.67,3,0,168.66052000000002,3.1438249323108387,13.660919,690,0
39,Superior,Solteiro,1,8120.6,7773.17,13.09,28934.44,2915643.47,0.06,0.34,4,0,316.7034,2.9393780705879893,13.134506,538,1
39,Pós,Casado,1,3447.32,4160.77,13.1,29887.61,4032560.04,0.34,0.41,2,0,134.44548,0.7975071554843364,13.15371,448,0
27,Superior,Casado,1,8829.59,4088.0,11.31,20478.59,2344392.25,0.31,0.56,1,1,238.39892999999998,1.3544281386950117,11.373336000000002,450,1
27,Pós,Solteiro,1,6008.52,12359.42,14.43,7202.28,1774166.47,0.2,0.4,3,1,162.23004000000003,1.4354125856479811,14.48772,635,1
33,Pós,Divorciado,1,3915.17,6347.46,17.17,18109.8,4636810.07,0.17,0.42,2,1,129.20061,1.3828434888138739,17.242114,470,0
26,Médio,Divorciado,3,2571.04,33758.67,12.17,21797.25,1167165.49,0.23,0.42,3,1,66.84703999999999,1.9933767788774126,12.221114,635,0
43,Pós,Divorciado,0,4261.92,14069.33,14.65,24012.43,3969821.52,0.14,0.57,4,1,183.26256,0.20507223082374576,14.733505000000001,405,0
31,Fundamental,Solteiro,1,4048.55,2888.51,14.44,15672.97,4373067.65,0.21,0.26,3,1,125.50505000000001,0.72284656491292,14.477543999999998,668,0
18,Superior,Casado,1,8278.5,7479.25,7.06,10898.81,3890133.87,0.2,0.45,4,1,149.01299999999998,0.9596472592759677,7.0917699999999995,547,0
31,Pós,Solteiro,3,4275.48,3611.41,7.98,32327.05,4529199.42,0.6,0.53,4,1,132.53988,2.566247083862959,8.022294,677,0
24,Superior,Casado,0,1551.65,9190.56,13.16,18774.49,2098659.68,0.12,0.5,4,1,37.2396,0.5231385451067251,13.2258,400,0
18,Pós,Casado,2,7242.4,20265.08,10.53,21935.42,4141887.72,0.24,0.42,4,1,130.3632,4.844585993112436,10.574226,467,0
22,Médio,Divorciado,0,10677.56,16858.83,8.72,9259.47,3856691.98,0.27,0.64,4,1,234.90632,0.1790034264228874,8.775808,549,0
36,Fundamental,Divorciado,2,1808.69,4599.61,11.27,19541.78,4942173.96,0.05,0.48,4,1,65.11284,3.175489691156791,11.324095999999999,501,0
48,Superior,Divorciado,2,14513.56,1854.59,6.14,31515.93,4650608.12,0.22,0.45,3,0,696.65088,0.5253749692058988,6.167629999999999,509,0
38,Médio,Solteiro,0,11361.56,10262.59,14.37,25794.35,1254049.53,0.25,0.51,4,0,431.73927999999995,4.292065637339333,14.443287000000002,731,0
28,Superior,Divorciado,0,3365.97,11078.98,14.12,17938.85,1524601.37,0.37,0.49,3,1,94.24716,1.0705840845998134,14.189187999999998,430,0
39,Médio,Solteiro,1,2514.19,24702.81,15.14,16832.32,4995416.28,0.39,0.62,2,0,98.05341,3.1769350287858584,15.233868000000001,583,0
30,Fundamental,Divorciado,0,9244.52,9359.74,8.65,20074.7,3456580.56,0.07,0.39,3,1,277.3356,1.8752199805486134,8.683735,795,0
28,Pós,Divorciado,0,2160.75,23825.4,8.29,26393.18,1376500.92,0.4,0.47,3,1,60.501000000000005,2.093525434767289,8.328962999999998,539,1
23,Médio,Divorciado,0,3291.16,7319.16,6.91,26267.33,2313594.95,0.11,0.39,2,1,75.69667999999999,0.8467119204763783,6.936949,535,0
18,Superior,Solteiro,2,2232.6,29062.12,7.38,,2529822.37,0.21,0.57,2,1,40.18679999999999,1.1920245440372144,7.422066,542,0
31,Superior,Casado,0,4932.22,31110.8,8.97,33213.79,1288630.17,0.17,0.42,2,1,152.89882,1.2414725494579304,9.007674,602,0
36,Médio,Solteiro,1,11838.49,10693.76,11.36,23313.83,3483728.83,0.32,0.4,4,0,426.18564000000003,0.8622205905103962,11.405439999999999,751,0
34,Fundamental,Solteiro,1,6154.57,16471.95,10.62,52210.86,4789089.28,0.11,0.32,2,1,209.25538,2.8801636854553303,10.653984,495,0
30,Fundamental,Solteiro,0,9052.94,10250.19,10.94,30664.3,,0.21,0.46,4,0,271.58820000000003,1.1765955242882717,10.990324,590,0
25,Pós,Casado,0,3979.53,12965.88,12.65,15187.96,4434039.29,0.26,0.67,1,1,99.48825,3.4769121756103214,12.734755,710,0
41,Pós,Solteiro,1,5210.24,10882.7,6.96,26040.0,4696494.31,0.6,0.41,3,0,213.61983999999998,2.690743552230934,6.988536,638,0
21,Superior,Divorciado,0,2354.63,2834.31,5.85,28784.52,4925197.26,0.14,0.48,2,1,49.447230000000005,0.8768069960629995,5.878079999999999,740,0
42,Superior,Casado,0,4637.21,3373.84,16.26,32206.38,4245260.06,0.53,0.6,3,1,194.76281999999998,0.8071299950547879,16.357560000000003,399,0
24,Pós,Solteiro,1,3141.38,5115.66,9.06,17789.88,3065281.18,0.23,0.45,3,1,75.39312000000001,1.5291365371730326,9.10077,506,0
27,Pós,Solteiro,0,4464.17,12093.21,12.55,8297.16,1280771.02,0.08,0.34,3,0,120.53259,3.2264719276502913,12.592670000000002,497,0
20,Pós,Casado,0,4283.79,15261.14,6.77,45470.8,1211969.94,0.73,0.56,2,1,85.6758,4.0541828506498865,6.807912,573,0
29,Médio,Solteiro,1,4069.75,12643.56,12.14,20964.83,4051536.37,0.11,0.73,3,1,118.02275,1.6570379927617072,12.228622000000001,608,0
44,Pós,Casado,1,17405.37,21432.61,10.09,7717.39,2012996.77,0.59,0.38,4,1,765.8362799999999,1.0207606275730183,10.128342,488,0
40,Médio,Divorciado,0,14193.32,12934.09,14.11,19187.97,2630251.28,0.17,0.58,4,1,567.7328,1.425980493689877,14.191838,435,0
44,nan,Solteiro,0,11495.21,1434.49,6.69,31918.19,4214593.98,0.1,0.42,4,1,505.78923999999995,0.6862616612607239,6.718098,449,0
40,Pós,Solteiro,1,14429.58,35650.05,13.37,12899.55,3465764.76,0.27,0.55,4,0,577.1831999999999,0.5763056269663507,13.443535,398,1
23,Fundamental,Divorciado,1,11517.02,4862.69,10.37,12814.12,4196842.08,0.18,0.43,2,0,264.89146,1.8112612186701291,10.414591,693,0
31,Fundamental,Solteiro,0,4849.22,9003.68,12.89,19441.93,3207049.26,0.05,0.51,3,1,150.32582,0.6225085266136453,12.955739000000001,497,0
27,Superior,Solteiro,2,4559.89,20861.46,8.2,23224.87,1815918.25,0.05,0.48,3,1,123.11703,0.5903062823226636,8.239359999999998,774,0
48,Pós,Casado,1,5660.35,9105.76,18.21,16472.44,4126460.01,0.59,0.72,2,1,271.6968,2.7553751968968188,18.341112000000003,599,1
23,Superior,Solteiro,0,4331.15,15751.57,7.96,18325.9,3820050.7,0.19,0.41,3,0,99.61645,1.4135921240625968,7.992636,317,0
43,Pós,Divorciado,1,2633.25,24915.65,7.52,33049.8,3021482.29,0.39,0.42,4,1,113.22975,0.2500455961506209,7.551583999999999,466,0
43,Superior,Solteiro,1,5872.07,19671.64,9.93,22185.69,3227287.06,0.54,0.59,3,0,252.49901,1.6112635690410262,9.988586999999999,343,0
53,Médio,Casado,0,1920.47,10860.18,17.6,10495.07,1224235.02,0.06,0.57,2,1,101.78491000000001,1.526914148145929,17.70032,512,0
30,Pós,Divorciado,0,5337.89,2387.93,14.83,39874.71,3842075.93,0.48,0.43,4,0,160.13670000000002,3.0714527946649857,14.893768999999999,506,0
42,Fundamental,Divorciado,0,2705.76,7927.31,8.32,20082.65,3985622.15,0.45,0.6,2,1,113.64192000000001,0.44952053296308786,8.36992,651,0
57,Pós,Divorciado,2,4681.51,7739.76,6.77,13985.22,3666043.77,0.15,0.49,3,0,266.84607,0.9459700727187617,6.803172999999999,619,0
28,Superior,Divorciado,0,5512.22,22302.58,7.71,20051.51,2786877.85,0.04,0.55,3,1,154.34216,1.661009752742443,7.752405,650,1
19,Superior,Casado,0,3977.02,9793.24,5.19,11358.77,1099918.49,0.19,0.39,3,1,75.56338,1.425929356883858,5.210241000000001,524,0
18,Superior,Casado,1,1836.64,13086.14,5.83,22132.9,3592623.78,0.58,0.61,3,0,33.05952,0.9325369674934862,5.865563,648,0
42,Superior,Casado,1,2409.53,679.02,13.86,28975.68,4027858.92,0.3,0.54,2,1,101.20026000000001,3.6075866029001022,13.934844,711,0
18,Superior,Casado,1,6470.1,19250.83,8.66,16538.09,2495408.15,0.16,0.38,3,1,116.46180000000001,3.1901419249008383,8.692908000000001,465,0
31,Superior,Solteiro,1,3517.6,18125.76,8.28,18888.85,2637966.61,0.36,0.61,1,0,109.0456,2.545918044245947,8.330508,662,0
39,Fundamental,Casado,1,6880.94,4701.52,13.66,16382.66,1681851.78,0.07,0.6,1,0,268.35666,0.9644177413767446,13.74196,636,1
36,Superior,Solteiro,0,4943.46,15064.55,9.48,31663.47,3578035.26,0.21,0.53,4,0,177.96456,2.0834810253682328,9.530244000000001,509,0
39,Fundamental,Divorciado,3,4364.68,4725.04,14.0,19494.2,4104775.96,0.31,0.66,3,1,170.22252,1.4233594361283786,14.0924,540,0
37,Pós,Solteiro,1,6054.68,13546.46,10.46,16455.65,3397260.75,0.15,0.52,4,1,224.02316000000002,3.183352520519489,10.514392000000003,450,0
47,Médio,Solteiro,0,3278.24,16611.11,5.54,23679.18,3574527.15,0.52,0.71,2,1,154.07728,0.8018515507987979,5.579334,396,0
25,Fundamental,Solteiro,1,6249.38,12506.18,5.8,19163.59,4488959.89,0.51,0.55,1,1,156.2345,1.7938271222270816,5.8319,463,0
28,Pós,Casado,1,3821.11,23545.33,18.86,20539.67,4670644.0,0.49,0.4,1,1,106.99108,1.5727246012343465,18.93544,554,0
27,Médio,Casado,0,22511.27,10672.67,7.03,14730.0,3711614.06,0.12,0.52,2,1,607.80429,1.4832750605629623,7.066556000000001,548,0
43,nan,Divorciado,2,2489.01,4609.53,8.27,30046.82,1674390.84,0.28,0.46,3,1,107.02743000000001,5.9395922196268085,8.308041999999999,467,0
44,Fundamental,Casado,0,3966.55,10840.89,11.67,17995.89,1463862.05,0.39,0.6,1,1,174.5282,1.7938099745656548,11.74002,432,0
39,Pós,Solteiro,1,4063.73,5048.91,12.39,19003.83,4346263.1,0.05,0.46,3,0,158.48547,2.245334116214081,12.446994,614,0
46,Superior,Casado,0,2183.93,11490.63,7.73,24187.09,3604255.26,0.23,0.44,3,0,100.46077999999999,1.2109682523095342,7.764012,499,0
23,Fundamental,Casado,1,7596.84,32.19,11.91,58733.51,1872349.18,0.43,0.36,3,0,174.72732000000002,3.3450730974922167,11.952876,293,0
51,Fundamental,Solteiro,3,3800.03,6004.61,11.12,33433.45,1838250.56,0.64,0.28,4,1,193.80153,1.6996850611123726,11.151135999999997,525,0
50,Pós,Divorciado,1,1178.66,10909.01,12.14,15749.14,1214311.28,0.16,0.57,3,0,58.933,0.5052835379869013,12.209198,617,0
42,Superior,Casado,0,7458.26,5894.22,7.87,11767.62,3024086.45,0.13,0.39,2,1,313.24692,1.2696630815021945,7.900693,588,0
52,Médio,Divorciado,0,3355.31,8295.25,16.97,25891.94,1478413.35,0.16,0.54,4,1,174.47611999999998,0.4007240762487847,17.061638,549,0
18,Superior,Solteiro,1,4614.96,5256.15,9.1,16431.13,2540341.21,0.42,0.44,1,1,83.06927999999999,1.9773150735685219,9.140039999999999,563,0
29,Superior,Casado,1,7376.79,10408.01,9.78,19633.09,1800092.45,0.02,0.53,4,1,213.92691,2.8783241005508704,9.831834,626,0
27,Pós,Divorciado,0,3948.84,8739.92,7.24,20098.47,3915540.76,0.04,0.72,1,0,106.61868,0.8309210867148455,7.292128000000001,583,0
42,Superior,Divorciado,1,3929.48,4595.82,12.21,20836.36,1020961.1,0.13,0.73,1,1,165.03816,1.295359354677887,12.299133000000001,586,0
24,Pós,Solteiro,1,21564.88,2823.16,7.29,19776.08,2514027.03,0.59,0.49,2,1,517.55712,0.7550062461055147,7.325721,512,0
42,Médio,Casado,1,1349.86,3970.33,7.94,17342.15,1178936.4,0.4,0.45,4,1,56.69411999999999,1.103602638164919,7.9757299999999995,579,0
48,Fundamental,Divorciado,3,2272.01,6626.29,15.88,7542.8,,0.38,0.5,2,1,109.05648000000002,2.8026239777483406,15.959399999999999,429,0
41,Fundamental,Divorciado,2,2552.33,1338.35,13.87,24170.23,1382761.16,0.16,0.39,4,1,104.64553,0.8505676461649075,13.924093,624,0
37,Pós,Divorciado,2,14377.41,14700.72,7.77,30017.23,2098184.89,0.16,0.53,3,1,531.96417,0.7990221977179397,7.811181,455,0
25,Pós,Divorciado,0,3338.35,25610.59,6.57,13749.01,4132832.78,0.39,0.52,4,1,83.45875,2.382669695140829,6.604164000000001,627,0
26,Superior,Divorciado,1,5676.7,23742.29,11.24,31577.23,3180596.83,0.23,0.45,2,1,147.59419999999997,3.5358462972545346,11.29058,637,0
47,Superior,Divorciado,1,3698.02,7504.39,14.41,25685.46,1558270.06,0.03,0.63,3,1,173.80694,0.7368272373307299,14.500783,714,0
42,Fundamental,Divorciado,0,7058.02,12611.87,8.87,23401.96,2561634.12,0.09,0.54,3,0,296.43684,3.797117366040505,8.917898,772,0
34,Fundamental,Divorciado,0,4877.42,4129.77,10.89,24145.55,4648220.96,0.36,0.64,2,0,165.83228,2.7683192733835478,10.959696000000001,583,0
30,Fundamental,Divorciado,2,5720.77,1612.13,6.82,31883.71,2683616.58,0.16,0.27,1,0,171.62310000000002,1.951835280018549,6.838414,448,0
18,Pós,Divorciado,0,10639.7,4180.98,6.34,28905.71,4792973.91,0.18,0.51,1,1,191.51460000000003,1.5361225905022684,6.372334,719,0
24,Médio,Casado,0,6400.69,6043.86,11.0,10001.73,4676809.14,0.31,0.59,3,1,153.61656,2.457562653479537,11.0649,644,0
54,Médio,Solteiro,1,3162.0,9713.09,18.16,42092.37,2588581.4,0.21,0.48,3,1,170.748,2.1419689120562206,18.247168,527,1
22,Pós,Solteiro,0,5926.8,10869.21,6.92,29066.84,3594225.75,0.76,0.66,1,0,130.3896,0.5637477246806992,6.965672,321,0
36,Superior,Solteiro,1,20977.2,2647.14,14.55,13406.58,4150871.47,0.28,0.32,2,1,755.1792,0.9689799806028171,14.596560000000002,432,1
45,Médio,Divorciado,0,6897.97,11346.56,12.46,9007.9,1720568.1,0.32,0.45,3,0,310.40865,1.7121948049773728,12.516070000000001,656,0
22,Superior,Solteiro,0,5383.78,8977.87,11.19,12028.19,3121003.91,0.15,0.59,2,1,118.44315999999999,2.40074351040586,11.256021,456,1
36,Fundamental,Divorciado,3,2159.58,8868.34,7.85,41108.83,1412577.12,0.38,0.53,2,1,77.74488,2.4747842139607914,7.891605,732,0
44,nan,Casado,1,7590.49,8815.61,12.47,20830.1,3013274.92,0.49,0.41,2,1,333.98156,0.7744253096358354,12.521127,461,0
35,Superior,Solteiro,1,8294.4,14825.71,12.51,32647.33,1513279.49,0.14,0.4,3,1,290.304,0.8544694400121611,12.560039999999999,568,0
63,Fundamental,Casado,1,5929.14,24099.83,6.88,60742.6,4098891.65,0.36,0.55,1,1,373.53582,2.9621818713907073,6.91784,492,0
18,Pós,Casado,2,5263.0,14858.1,9.74,12367.24,3463249.73,0.51,0.54,2,1,94.734,0.7015417040172286,9.792596000000001,568,0
45,Superior,Divorciado,3,26890.38,37580.14,11.42,12124.46,3589772.07,0.71,0.47,4,1,1210.0671,2.0417322948095604,11.473673999999999,510,1
33,Superior,Solteiro,0,8211.22,11859.21,8.37,21837.16,1982907.46,0.4,0.55,4,1,270.97026,6.748256102870555,8.416034999999999,536,1
42,Superior,Casado,2,10342.5,9761.05,14.26,25568.06,3434514.37,0.56,0.32,1,1,434.385,0.645165192285052,14.305632000000001,577,1
39,Médio,Solteiro,0,5116.01,7207.36,8.71,32313.79,,0.27,0.53,2,1,199.52439,5.64337944936307,8.756163,642,0
27,Superior,Casado,0,4541.64,22514.03,13.9,13845.74,2241850.48,0.44,0.29,3,0,122.62428,2.59638670433651,13.940309999999998,553,0
37,Superior,Casado,0,7181.47,4246.92,9.9,15807.53,4787935.21,0.03,0.63,2,1,265.71439,2.1270651859424174,9.96237,464,0
18,Superior,Divorciado,1,4539.06,21429.2,12.41,43936.85,2505492.54,0.31,0.53,4,1,81.70308,5.899998008773135,12.475773000000002,437,0
41,Médio,Solteiro,0,4768.27,4301.07,12.63,26972.69,2435638.3,0.18,0.53,2,1,195.49907000000002,5.587068115614588,12.696939000000002,482,0
37,Fundamental,Divorciado,0,6489.39,10107.34,7.55,25774.75,2540655.44,0.07,0.51,1,0,240.10743000000002,0.19224221974141228,7.5885050000000005,652,0
41,Médio,Divorciado,1,3613.07,12095.79,17.69,17634.5,4612221.4,0.65,0.41,1,1,148.13587,0.834017520378018,17.762529,461,0
45,Pós,Divorciado,0,5609.66,4517.55,8.92,42537.06,2228437.68,0.12,0.4,4,1,252.4347,0.1712738217733038,8.95568,475,0
38,Superior,Divorciado,0,5156.69,10007.25,10.2,37448.75,,0.64,0.63,2,1,195.95421999999996,1.1360285159365744,10.264259999999998,545,0
36,Pós,Divorciado,1,8779.86,13293.64,6.44,21697.9,2055674.14,0.21,0.44,2,0,316.07496000000003,2.4405509000997996,6.468336,605,0
26,Médio,Casado,1,3405.72,3936.02,6.12,9582.37,4103307.25,0.23,0.46,1,1,88.54871999999999,0.8985357592387307,6.148152,555,0
27,Fundamental,Solteiro,0,1480.36,4042.7,10.71,35240.6,4953846.73,0.54,0.45,4,1,39.969719999999995,0.6408261275455515,10.758195,470,1
46,Fundamental,Solteiro,0,4079.05,33769.52,12.26,28774.44,4895224.94,0.42,0.51,3,0,187.63630000000003,4.6732865861423845,12.322526000000002,465,0
49,Superior,Divorciado,0,6237.73,14638.1,9.04,23051.54,1474021.11,0.15,0.46,2,1,305.64877,2.8938330601441473,9.081584,433,0
32,Fundamental,Solteiro,0,8764.5,14715.44,6.0,39549.63,,0.19,0.48,2,1,280.464,0.7420480541648629,6.0287999999999995,628,0
35,Médio,Casado,0,3243.13,5761.3,7.32,,3590227.49,0.69,0.57,1,0,113.50955,4.474533084267111,7.361724000000001,403,0
25,Médio,Divorciado,0,6803.96,11131.87,9.2,18975.26,4025737.28,0.24,0.4,1,0,170.099,1.2443656762709787,9.236799999999999,333,1
46,Fundamental,Casado,1,9711.76,9144.89,13.87,36334.1,2527127.08,0.1,0.51,3,0,446.74096,2.8941621673144726,13.940737,620,0
41,Superior,Casado,3,7713.68,3586.86,8.4,24588.95,2390494.8,0.51,0.64,3,0,316.26088,0.07571508511622853,8.45376,609,0
54,Superior,Divorciado,1,3058.31,44205.58,13.98,34920.28,2735705.64,0.22,0.57,2,1,165.14874,0.9087370171205227,14.059686000000001,468,0
26,Médio,Casado,0,3261.9,12160.38,8.26,23636.54,4987894.96,0.34,0.37,3,1,84.80940000000001,1.499978413362722,8.290562,438,0
31,Fundamental,Divorciado,0,6380.5,11629.34,14.69,29154.82,1650401.68,0.21,0.47,4,1,197.79549999999998,2.399434810047883,14.759042999999998,663,0
37,Médio,Casado,1,13032.53,12359.41,9.78,46128.23,4676332.27,0.22,0.54,1,1,482.20361,0.12748221413134847,9.832812,403,0
41,Médio,Solteiro,1,4956.72,3828.88,11.85,44289.67,3152807.07,0.58,0.41,4,1,203.22552000000002,2.3985571907593313,11.898584999999999,442,0
32,Pós,Solteiro,3,4450.64,5942.07,14.84,16862.83,3636762.96,0.62,0.62,1,1,142.42048,0.8969476238407564,14.932008,598,0
26,Médio,Solteiro,2,2160.79,5961.81,7.44,35038.47,1352601.82,0.35,0.49,4,1,56.18054,0.5062737502068003,7.476456,571,0
43,Superior,Divorciado,0,3949.83,12540.2,10.3,16242.75,4312544.37,0.28,0.65,2,1,169.84269,1.201649784944281,10.366950000000001,427,0
42,Fundamental,Casado,1,3199.84,5728.68,11.99,32775.43,1357953.48,0.08,0.54,4,0,134.39328,1.2872399369064376,12.054746000000002,632,0
25,Fundamental,Casado,1,4995.63,8419.4,8.51,20613.84,3736554.99,0.19,0.43,3,1,124.89075000000001,2.2057890184823172,8.546593,259,0
48,Pós,Solteiro,1,1982.88,10694.9,16.33,10361.02,3546536.01,0.3,0.47,1,1,95.17824000000002,5.559070199748657,16.406750999999996,584,0
46,Pós,Solteiro,0,4035.34,10398.94,10.85,25457.83,4956117.29,0.23,0.51,1,1,185.62563999999998,1.5896949366936526,10.905335000000001,581,0
36,Superior,Divorciado,0,2682.86,7657.7,14.4,37245.83,4505699.81,0.44,0.42,1,1,96.58296000000001,1.8026288638838983,14.46048,648,1
35,Pós,Divorciado,1,8639.82,3986.58,11.16,29778.83,2536371.06,0.14,0.6,2,1,302.3937,2.536639527033614,11.22696,800,0
40,Médio,Casado,2,2935.1,15919.09,7.24,14305.68,4622878.49,0.1,0.38,1,1,117.404,0.6416231650798817,7.267512,617,0
26,Médio,Divorciado,0,3486.28,20868.31,7.42,25202.12,1313590.57,0.19,0.41,2,0,90.64328,0.857923475178428,7.450422,564,0
35,Superior,Divorciado,0,5821.28,4199.01,6.88,20610.9,2094208.83,0.16,0.46,4,0,203.7448,4.782447155057528,6.911648,548,0
18,Fundamental,Divorciado,1,3743.48,19093.13,11.39,33053.2,4722072.87,0.09,0.58,3,1,67.38264,2.9721712090967007,11.456062000000001,695,0
43,Superior,Solteiro,2,20245.17,4825.68,10.71,36941.17,3123644.74,0.48,0.64,2,1,870.5423099999999,3.431943957821246,10.778544,592,0
19,Pós,Solteiro,3,8589.61,12698.82,9.75,11528.25,2214589.68,0.43,0.65,2,1,163.20259000000001,0.28503128107711995,9.813374999999999,441,0
50,nan,Casado,1,4965.77,11196.12,10.83,23132.58,1746041.42,0.05,0.58,2,1,248.2885,1.8380086555526807,10.892814,502,0
31,Fundamental,Divorciado,2,6129.45,15750.74,13.76,14031.16,2634322.31,0.63,0.45,1,1,190.01295,1.5855742515172613,13.821919999999999,424,0
32,Fundamental,Solteiro,0,1196.01,2785.54,11.58,,4710000.46,0.49,0.33,1,1,38.27232,1.10149228903781,11.618214000000002,566,0
28,Pós,Divorciado,0,10291.1,11122.16,5.18,11011.17,4726707.6,0.42,0.58,3,1,288.1508,2.067392090666697,5.210044,545,0
32,Médio,Casado,0,6681.77,6624.24,7.49,21362.37,3476048.63,0.55,0.62,1,0,213.81664,1.5566541537059364,7.536438,639,0
49,Médio,Divorciado,0,4703.7,16359.97,8.27,25379.35,1356357.91,0.32,0.45,2,1,230.48129999999998,1.4507894576599274,8.307215,595,0
18,Pós,Casado,1,6901.61,12824.91,5.66,7016.91,2713753.74,0.2,0.66,2,1,124.22897999999999,2.077393018847337,5.697356,492,0
47,Pós,Casado,1,7425.75,10932.06,11.37,19263.62,3232943.94,0.28,0.49,4,0,349.01025,3.113086342622505,11.425712999999998,339,0
38,Superior,Solteiro,1,3828.3,4918.15,9.26,10419.92,3962364.79,0.42,0.45,1,1,145.4754,1.649128342998592,9.30167,481,1
22,Superior,Divorciado,0,6173.97,13276.85,9.82,33357.43,4650067.84,0.37,0.5,2,0,135.82734000000002,1.573320619058537,9.8691,553,0
24,Médio,Solteiro,1,9220.96,4797.94,12.52,8340.0,4984125.18,0.36,0.42,2,0,221.30304,0.5144262115215806,12.572583999999999,592,1
51,Pós,Divorciado,0,6457.12,2555.21,7.36,18458.5,2645123.03,0.26,0.36,3,1,329.31311999999997,2.701231036605694,7.386496000000001,459,0
25,Superior,Divorciado,0,4223.57,5313.18,13.56,42488.4,4535740.96,0.18,0.38,4,1,105.58924999999999,2.321383745358066,13.611528000000002,657,0
23,Pós,Casado,2,5872.23,5770.11,15.25,13052.17,4309777.38,0.11,0.53,3,0,135.06128999999999,1.4645271349464593,15.330825,474,0
46,Pós,Casado,0,11263.73,6637.71,8.41,15259.91,3333544.37,0.1,0.41,3,1,518.13158,3.338967103931023,8.444481,643,0
38,Médio,Divorciado,2,7866.63,9177.28,15.94,21214.69,3274605.15,0.49,0.64,4,1,298.93194,1.6165231905268551,16.042016,572,1
25,Médio,Solteiro,1,2445.88,9180.07,19.85,22618.79,4926079.39,0.56,0.52,1,1,61.147000000000006,0.8392205793062121,19.95322,629,0
37,Pós,Casado,4,6988.42,11131.23,12.69,6892.87,2503595.78,0.7,0.46,2,1,258.57153999999997,1.3427881945352906,12.748373999999998,549,0
24,Fundamental,Casado,3,6454.25,9095.64,9.69,19323.49,2747627.2,0.16,0.37,1,1,154.902,1.9796150492671938,9.725852999999999,392,0
46,Fundamental,Divorciado,2,9881.98,4684.11,9.18,31157.74,3010118.59,0.21,0.4,3,0,454.57108,3.4178690051438765,9.21672,542,0
45,Pós,Divorciado,2,5012.51,14359.73,9.47,64579.81,3866715.63,0.09,0.52,4,1,225.56295,1.821255277211996,9.519244000000002,468,0
40,nan,Casado,0,3937.87,4918.74,7.42,15048.98,3096135.21,0.1,0.56,3,1,157.51479999999998,3.084823777353408,7.461552,707,0
38,nan,Solteiro,1,2162.67,9828.66,17.46,18994.23,3400941.84,0.32,0.28,3,0,82.18146,2.7474080479448824,17.508888,453,1
52,Médio,Casado,0,3239.72,17319.21,8.91,26988.86,2531138.91,0.22,0.34,1,1,168.46543999999997,1.9222798442974858,8.940294000000002,551,0
34,Fundamental,Divorciado,0,10145.32,6688.7,7.59,14653.37,,0.2,0.52,1,1,344.94088,1.835395987035364,7.629468,542,0
23,Pós,Casado,0,5534.6,3571.1,11.22,46207.55,3432555.57,0.07,0.48,2,1,127.2958,0.594422096452444,11.273856,404,0
39,Superior,Divorciado,0,4629.14,3144.73,12.88,21636.27,,0.44,0.55,1,1,180.53646,0.5563008687344478,12.950840000000001,521,0
55,Superior,Casado,0,10693.32,4498.12,9.08,24591.34,2230428.46,0.3,0.46,2,1,588.1326,4.004579594626773,9.121768,542,0
24,Médio,Divorciado,1,9449.92,3457.33,13.34,28802.02,3476008.44,0.25,0.53,4,0,226.79808000000003,3.130401609462519,13.410702,722,0
31,Médio,Divorciado,1,3160.71,18207.75,10.43,9362.08,3471663.11,0.21,0.54,1,1,97.98201,2.509877235419004,10.486322000000001,697,0
39,Fundamental,Solteiro,1,10103.1,7642.71,11.84,25271.83,2440951.01,0.3,0.53,2,1,394.0209,2.961587880433772,11.902752000000001,493,0
34,Pós,Divorciado,3,1816.84,31055.15,8.77,16068.18,3921670.99,0.13,0.59,3,1,61.77256,2.0469986967808227,8.821743,511,0
25,Fundamental,Casado,1,6475.15,8079.44,6.85,14251.02,3357366.92,0.2,0.54,2,1,161.87874999999997,1.3390562377043533,6.88699,406,0
