potencia_nominal,vazao_refrigerante,nivel_combustivel,temperatura,pressao,vibracao_x,vibracao_y,vibracao_z,fluxo_neutrons,temperatura_externa,umidade,pressao_atmosferica,ultima_manutencao,horas_operacao,falhas_passadas,pressao_temperatura,fluxo_neutrons_potencia,eficiencia_termica,falha
845.97,4921.36,93.97,1000.0,14.659580492081043,0.354,0.477,0.022,966.0,22.13,85.14,1002.93,170,4932.0,1,14.659580492081044,817.20702,-48911.21000000001,0
837.54,5006.84,92.61,1000.0,3.7923737015892613,-0.159,0.718,-0.581,1031.0,18.38,72.56,1022.84,241,5025.0,1,3.792373701589261,863.50374,-48922.030000000006,0
1163.85,4829.08,98.83,1000.0,19.148628926481265,-0.298,0.064,-0.548,987.0,20.38,83.04,1010.54,237,4929.0,0,19.148628926481265,1148.71995,-48917.95,0
1067.68,4908.6,95.91,1000.0,3.788204337526465,-0.932,-0.319,0.591,984.0,20.91,49.38,1004.62,235,4903.0,1,3.788204337526465,1050.5971200000001,-48912.130000000005,0
1131.71,4718.35,91.14,1000.0,5.031617635683361,-0.134,0.433,0.084,962.0,28.17,38.99,1012.59,193,5062.0,1,5.031617635683361,1088.70502,-48917.270000000004,0
1151.59,5015.42,84.29,1000.0,9.40921896706181,0.256,0.286,-0.485,959.0,19.4,71.69,1006.69,66,4984.0,0,9.40921896706181,1104.3748099999998,-48903.23,0
1028.71,5211.14,89.02,1000.0,11.271996051454291,0.071,0.428,1.15,1067.0,30.1,51.15,1001.18,282,5071.0,2,11.271996051454291,1097.63357,-48921.07,0
1006.98,4780.57,93.87,1000.0,9.913444238858332,0.085,0.349,0.523,959.0,28.42,46.39,1010.82,321,5111.0,0,9.913444238858332,965.6938200000001,-48913.63,0
972.17,4875.47,96.76,1000.0,6.374537256191573,-0.17,0.103,0.275,967.0,17.18,65.53,1015.78,359,5013.0,0,6.374537256191573,940.08839,-48910.41,0
926.78,5100.51,99.19,1000.0,5.172926217766862,-0.03,0.132,-0.279,1000.0,26.93,38.69,1020.96,79,5048.0,1,5.172926217766863,926.78,-48920.05,0
973.84,5242.42,92.11,1000.0,21.010414936164146,-0.554,0.351,0.619,1088.0,25.28,65.57,1017.65,326,4883.0,0,21.010414936164146,1059.53792,-48907.41,0
1109.55,4701.36,90.54,1000.0,10.076496746444448,-0.002,-0.725,0.441,1047.0,31.8,82.41,1037.0,49,4982.0,0,10.076496746444448,1161.6988499999998,-48909.32,0
1040.77,4966.24,80.35,1000.0,7.449841784348819,-0.246,0.665,-0.053,,20.91,71.31,1015.68,227,5069.0,0,7.449841784348818,1003.30228,-48917.77,0
1157.01,5056.63,81.44,1000.0,12.254757512282065,-0.562,0.225,0.544,1001.0,28.27,60.62,1028.78,179,4951.0,1,12.254757512282065,1158.1670100000001,-48910.87,0
977.35,4979.59,83.12,1000.0,2.90545389616765,0.377,-0.423,0.523,1053.0,28.98,59.19,1015.39,176,4947.0,0,2.90545389616765,1029.14955,-48917.13,0
1042.84,4504.64,81.1,1000.0,14.363970041432415,-0.788,0.093,0.137,1021.0,16.27,49.1,1019.93,53,4993.0,0,14.363970041432415,1064.73964,-48922.09,0
1052.52,5100.22,88.02,1000.0,8.017218845363281,0.262,0.659,-0.573,,31.55,75.55,1013.36,177,5089.0,1,8.017218845363281,1095.67332,-48911.41,0
1036.68,5303.87,86.74,1000.0,14.323169271470304,0.294,0.145,-0.511,1034.0,21.33,86.1,1016.95,196,4967.0,1,14.323169271470304,1071.92712,-48914.43,0
1081.05,5023.33,92.75,1000.0,14.637434885347314,-0.264,-0.366,-0.792,966.0,27.35,58.46,1018.77,347,5048.0,0,14.637434885347314,1044.2943,-48915.53,0
894.97,4793.78,90.71,1000.0,19.306674269459407,0.515,-0.637,0.662,978.0,23.9,82.99,1023.12,298,4942.0,0,19.306674269459407,875.28066,-48914.9,0
1004.95,4897.37,91.92,1000.0,7.666762191322844,-0.274,1.232,-0.73,1049.0,24.04,31.34,996.55,217,5003.0,1,7.666762191322844,1054.19255,-48914.170000000006,0
841.69,5353.98,89.44,1000.0,11.835967715593851,-0.306,-0.869,0.017,,20.97,41.38,1010.26,162,4983.0,0,11.835967715593851,866.9407000000001,-48919.27,0
953.8,5181.99,85.55,1000.0,27.11313265292977,-0.6,0.168,-0.795,1027.0,22.03,33.12,1003.18,148,5012.0,0,27.11313265292977,979.5526,-48919.31,0
995.07,5128.01,99.06,1000.0,17.09434704411642,-0.004,-0.293,0.842,973.0,27.25,62.09,992.33,167,4995.0,2,17.09434704411642,968.2031100000002,-48915.21,0
1060.89,5071.28,81.73,1000.0,28.863707716594824,-0.479,0.521,-0.581,950.0,32.09,49.8,1018.59,195,4914.0,1,28.863707716594824,1007.8455000000001,-48912.79,0
1180.21,4867.77,98.78,1000.0,24.290360110927665,-0.396,-0.608,0.161,1055.0,18.91,80.54,1010.29,108,4968.0,0,24.290360110927665,1245.12155,-48912.31,0
1040.26,4959.89,86.22,1000.0,14.570319806621287,-0.033,0.804,-0.784,1007.0,22.34,70.93,1007.08,85,5041.0,0,14.570319806621285,1047.54182,-48911.88,0
1097.44,4984.42,90.25,1000.0,8.303425281364715,-0.012,-0.063,0.435,973.0,26.31,67.15,1014.85,25,4919.0,0,8.303425281364715,1067.8091200000001,-48908.81,0
1002.51,,82.18,1000.0,17.839167544019517,0.628,-0.11,0.542,977.0,26.04,37.53,1020.14,171,4985.0,0,17.839167544019517,979.45227,-48920.75,0
1053.64,5301.78,81.42,1000.0,16.41608109399925,0.466,-0.157,0.009,967.0,27.5,46.68,1018.67,116,5073.0,1,16.41608109399925,1018.8698800000001,-48911.560000000005,0
828.37,5223.67,88.59,1000.0,14.14218227360103,,-0.296,-0.033,999.0,30.81,73.53,1007.18,61,5071.0,1,14.14218227360103,827.54163,-48911.740000000005,0
901.76,4716.12,94.83,1000.0,16.40949921209718,-0.073,-0.184,0.405,1035.0,16.43,42.11,1014.29,262,5001.0,2,16.40949921209718,933.3216,-48914.78,0
944.74,5044.8,85.39,1000.0,14.626707732737668,-0.202,0.359,-0.305,1004.0,22.14,71.96,1021.81,168,4983.0,0,14.626707732737668,948.51896,-48911.74,0
989.0,5147.35,91.25,1000.0,12.839476998051163,-0.013,-0.861,0.544,988.0,30.22,84.04,993.51,1,4977.0,0,12.839476998051163,977.132,-48917.76,0
818.26,5123.77,85.57,1000.0,11.000002979073388,,-0.374,0.148,1035.0,24.1,82.2,1003.62,54,5043.0,0,11.00000297907339,846.8991,-48917.69,0
856.01,4874.15,87.77,1000.0,3.2079883246204353,-0.35,0.748,-0.787,1018.0,19.25,31.82,1012.13,187,5005.0,0,3.2079883246204357,871.4181799999999,-48909.61,0
910.73,5582.82,98.13,1000.0,21.253413269688586,,-0.045,0.923,1033.0,18.67,82.85,997.98,261,5010.0,1,21.253413269688586,940.78409,-48912.780000000006,0
1188.61,4744.58,97.12,1000.0,21.247609096979957,-0.439,-0.286,0.092,977.0,24.94,47.48,1002.59,197,5053.0,0,21.247609096979957,1161.27197,-48912.02,0
932.54,4783.36,90.32,1000.0,14.242250612513812,,-0.637,-0.169,955.0,22.93,56.11,1025.99,116,4937.0,0,14.24225061251381,890.5757,-48917.28,0
992.82,5046.72,84.76,1000.0,8.376082795712705,0.477,-0.585,0.083,,35.79,61.84,1015.19,62,5075.0,1,8.376082795712705,935.23644,-48916.630000000005,0
878.44,5423.36,83.86,1000.0,2.5338149262811975,-0.69,0.491,-0.359,986.0,24.22,54.63,1012.68,57,5136.0,0,2.5338149262811975,866.1418400000001,-48917.68,0
1044.31,4832.76,99.08,1000.0,0.5671955775755638,-0.52,-0.411,-0.076,980.0,21.18,67.73,1003.16,157,5232.0,0,0.5671955775755638,1023.4237999999999,-48916.2,0
912.27,4946.83,84.05,1000.0,4.127094428133094,0.637,0.402,0.395,988.0,31.24,80.09,1008.84,242,4951.0,0,4.127094428133094,901.32276,-48910.46,0
882.8,5215.46,96.16,1000.0,10.018714400952655,-0.196,-0.49,0.344,1000.0,24.6,71.76,999.4,202,4900.0,0,10.018714400952655,882.8,-48918.94,0
1006.63,4996.43,87.38,1000.0,6.85325485391977,0.688,-0.063,0.31,1048.0,28.87,44.33,1010.07,92,5134.0,0,6.85325485391977,1054.94824,-48917.54,0
802.2,4933.08,99.71,1000.0,8.324173080153399,-0.584,-0.035,-0.301,985.0,34.41,85.13,995.23,189,5042.0,0,8.324173080153399,790.167,-48914.5,0
803.07,5113.13,87.36,1000.0,16.451118746844575,0.037,-0.377,-0.43,975.0,32.39,71.67,1026.07,94,5028.0,0,16.451118746844575,782.99325,-48909.67,0
887.63,5054.5,87.03,1000.0,26.823770431480046,0.386,0.038,0.194,1028.0,26.86,38.19,1003.99,215,5055.0,1,26.823770431480046,912.48364,-48913.65,0
814.69,5206.09,92.75,1000.0,7.219495912740237,-0.453,-1.058,0.385,918.0,28.64,73.79,1002.75,271,5034.0,1,7.219495912740237,747.8854200000001,-48923.43,0
843.21,5258.29,99.23,1000.0,11.87459036134456,0.837,-0.044,-0.366,1005.0,31.73,32.05,1011.91,337,4960.0,1,11.87459036134456,847.42605,-48904.200000000004,0
935.54,5061.4,99.52,1000.0,32.74424309956636,-0.195,0.223,-0.114,987.0,20.22,67.49,1017.08,134,5014.0,0,32.74424309956636,923.37798,-48910.18,1
1121.03,5058.35,94.14,1000.0,24.57195385914225,0.255,-0.417,0.196,956.0,18.47,85.48,1013.83,48,4993.0,0,24.57195385914225,1071.7046799999998,-48913.17,0
1028.82,5042.82,95.09,1000.0,9.88581738379497,-0.339,0.107,-0.048,985.0,35.07,64.49,1020.03,124,4954.0,0,9.88581738379497,1013.3877,-48918.88,0
1005.07,5097.83,91.27,1000.0,9.309736450252434,0.746,0.077,0.579,1029.0,18.74,48.41,1004.77,7,4919.0,1,9.309736450252434,1034.21703,-48911.030000000006,0
917.4,5011.03,95.12,1000.0,7.898850139026357,0.152,0.097,-0.654,1015.0,36.34,89.3,1014.24,99,5033.0,0,7.898850139026356,931.161,-48910.85,0
1172.7,4999.88,97.2,1000.0,6.1645348485840685,1.049,-0.672,-0.726,1024.0,21.53,78.51,1013.22,350,5019.0,1,6.1645348485840685,1200.8448,-48912.8,0
958.81,5239.33,89.72,1000.0,11.775550180514042,0.59,0.048,0.548,1040.0,20.49,44.87,1017.24,83,5020.0,1,11.775550180514042,997.1623999999999,-48920.43,0
834.84,5303.22,92.4,1000.0,9.688823082796137,0.419,-0.861,0.309,974.0,28.97,34.33,1017.49,136,5054.0,0,9.688823082796137,813.1341600000001,-48922.4,0
1046.83,4698.49,90.75,1000.0,17.5304702218062,-0.478,-0.315,0.045,1042.0,16.97,87.97,1021.38,52,4944.0,0,17.5304702218062,1090.79686,-48912.62,0
845.54,,91.25,1000.0,7.798879257764554,0.042,-0.002,-0.167,998.0,37.86,32.12,1032.58,323,5028.0,0,7.798879257764554,843.8489199999999,-48911.87,0
938.09,4862.26,97.8,1000.0,17.318768031908984,-0.158,0.104,0.235,971.0,34.62,70.59,1011.68,278,4901.0,1,17.318768031908984,910.88539,-48910.39,0
1002.96,4937.81,87.11,1000.0,8.74492625982234,0.013,-0.605,0.094,1015.0,32.7,88.99,1001.81,358,5079.0,0,8.74492625982234,1018.0044,-48916.69,0
1149.69,5080.5,84.16,1000.0,14.216613035586024,0.074,-0.142,0.15,980.0,17.37,44.68,1007.76,345,4977.0,0,14.216613035586024,1126.6961999999999,-48924.95,0
997.42,5133.89,89.13,1000.0,15.129192779171396,-0.45,0.397,-0.034,1041.0,31.47,85.56,1009.54,58,4857.0,2,15.129192779171397,1038.31422,-48917.84,0
1080.9,4977.57,84.16,1000.0,15.832466296965185,-0.078,-0.49,0.268,978.0,30.95,55.27,1019.68,298,5073.0,0,15.832466296965183,1057.1202000000003,-48914.42,0
1197.13,4617.33,89.97,1000.0,6.586056906978486,-0.048,-1.077,0.459,1024.0,25.83,44.14,1019.54,8,4827.0,0,6.586056906978486,1225.86112,-48928.25,0
852.6,4806.99,98.07,1000.0,8.646520543347684,-0.505,0.265,0.452,1018.0,29.21,34.92,1015.57,111,5049.0,0,8.646520543347684,867.9468,-48910.46,0
909.89,5179.3,92.35,1000.0,7.972840091499833,,-0.471,0.229,1050.0,28.09,66.07,1014.48,150,5084.0,1,7.972840091499833,955.3845,-48909.270000000004,0
957.83,4451.91,97.11,1000.0,13.897483593090053,0.111,-0.32,-0.002,1011.0,18.94,71.73,1009.9,185,4966.0,0,13.897483593090051,968.36613,-48924.43,0
968.73,5237.49,83.32,1000.0,4.20986667610775,0.407,0.065,0.222,1006.0,22.82,68.73,1012.96,169,5065.0,0,4.20986667610775,974.54238,-48919.53,0
964.41,5104.25,98.02,1000.0,12.819019310625828,0.244,0.039,0.598,1059.0,23.49,66.31,1000.52,238,5035.0,0,12.819019310625828,1021.3101899999999,-48918.43,0
1163.04,5263.24,92.04,1000.0,4.53811584512464,-0.857,0.511,-0.077,975.0,17.42,67.27,1012.11,222,4998.0,0,4.53811584512464,1133.964,-48917.93,0
1085.61,4960.29,80.64,1000.0,9.6171496239814,-0.417,-0.121,-0.136,986.0,28.77,60.78,1015.01,41,4922.0,2,9.6171496239814,1070.41146,-48911.82,0
1043.16,4587.72,92.66,1000.0,16.15976621105329,0.827,0.034,0.247,972.0,30.65,42.84,1023.01,125,5025.0,0,16.15976621105329,1013.9515200000002,-48917.75,0
923.75,5086.07,99.03,1000.0,10.940626831262268,0.393,-0.846,0.369,965.0,27.26,66.34,997.8,342,5057.0,0,10.940626831262268,891.41875,-48917.62,0
1129.52,5254.93,81.58,1000.0,8.603503079714688,-0.811,0.314,-0.05,1025.0,34.37,83.26,1016.51,219,5045.0,2,8.603503079714688,1157.758,-48916.619999999995,0
1182.02,5184.94,91.65,1000.0,14.671969636051463,0.235,-0.346,0.225,1007.0,26.74,31.02,1030.83,265,4987.0,0,14.671969636051463,1190.29414,-48902.59,0
1128.48,4867.46,98.31,1000.0,17.416215926587988,-0.416,1.616,-0.42,1005.0,25.1,88.95,1015.53,229,4920.0,2,17.416215926587988,1134.1224,-48903.15,0
800.63,5017.35,80.19,1000.0,8.130692976153323,-1.048,-0.107,-0.005,,22.24,88.36,1011.27,63,5029.0,1,8.130692976153323,799.02874,-48908.79,0
1054.56,4893.43,92.62,1000.0,8.94757263652193,0.829,0.212,0.776,977.0,26.38,46.0,1019.69,252,5112.0,1,8.94757263652193,1030.30512,-48915.700000000004,0
820.45,4836.15,89.5,1000.0,15.167574091423841,0.038,0.319,0.304,,11.52,55.45,1013.34,161,5009.0,1,15.167574091423841,830.2954,-48920.200000000004,0
903.04,5191.08,86.94,1000.0,27.49057047654956,0.108,-0.044,-0.324,1015.0,33.82,63.9,1001.75,128,4916.0,2,27.49057047654956,916.5856,-48920.1,0
823.81,4760.49,92.55,1000.0,7.358185144800145,-0.628,0.218,-0.257,1010.0,26.96,80.74,1012.28,298,4997.0,1,7.358185144800144,832.0481,-48912.62,0
1041.52,4821.24,81.05,1000.0,15.45824394363471,-0.577,1.128,-0.622,986.0,30.67,33.66,1019.98,212,4938.0,0,15.45824394363471,1026.9387199999999,-48920.07,0
1074.64,4779.19,95.06,1000.0,23.09588520977258,-0.796,-0.377,0.812,1028.0,30.73,43.61,991.54,254,4918.0,0,23.09588520977258,1104.7299200000002,-48920.48,0
845.8,4701.95,80.09,1000.0,11.809439562761671,0.708,-1.122,-0.497,946.0,28.68,69.61,1009.09,49,5041.0,0,11.809439562761671,800.1267999999999,-48915.6,0
953.54,5029.28,86.14,1000.0,9.25917296038405,-0.822,-0.651,-1.265,1015.0,19.89,33.7,1000.25,223,4927.0,0,9.25917296038405,967.8430999999999,-48914.72,0
982.49,5232.3,90.08,1000.0,15.7265945545448,0.808,0.499,-0.703,966.0,8.2,83.56,1012.45,44,4922.0,0,15.7265945545448,949.08534,-48912.16,0
947.62,4963.02,87.54,1000.0,2.68061319569319,-0.493,-0.24,0.027,1001.0,35.91,83.18,1018.78,50,5125.0,1,2.68061319569319,948.56762,-48909.96000000001,0
848.41,4698.85,86.15,1000.0,10.023524765230437,-0.614,1.166,-0.359,967.0,25.09,35.92,1010.97,136,4996.0,1,10.023524765230437,820.41247,-48910.590000000004,0
967.58,5167.99,96.62,1000.0,8.19350243979962,-0.028,0.364,0.065,1026.0,23.31,54.93,1007.94,266,4974.0,1,8.19350243979962,992.7370800000001,-48920.93,0
1100.47,5337.14,98.7,1000.0,7.56577522380333,-0.342,-0.327,0.171,1006.0,23.68,60.61,1005.26,76,4973.0,0,7.56577522380333,1107.07282,-48918.74,0
828.4,4870.75,97.47,1000.0,6.677231100371669,0.049,-0.389,-0.312,968.0,22.69,68.94,1005.34,346,4942.0,0,6.677231100371669,801.8911999999999,-48907.2,0
832.07,4904.29,90.45,1000.0,17.33679446721819,-0.439,-0.223,-0.46,977.0,24.92,62.53,1019.25,52,5031.0,1,17.33679446721819,812.93239,-48913.91,0
941.91,5103.13,97.68,1000.0,26.42433363976417,-0.157,-1.032,0.455,1018.0,24.62,30.08,1018.52,164,5006.0,2,26.42433363976417,958.86438,-48908.27,0
1176.69,5324.37,98.42,1000.0,10.45447430094245,-0.379,0.139,0.149,968.0,25.58,37.77,1029.91,209,5033.0,0,10.45447430094245,1139.0359200000003,-48916.2,0
1067.43,4896.03,88.18,1000.0,3.3658159075324,0.431,0.347,-1.338,1033.0,23.79,79.95,1017.82,81,4984.0,0,3.3658159075324,1102.6551900000002,-48917.1,0
1071.47,4733.51,85.67,1000.0,16.89806309671705,0.256,-0.484,-0.769,1047.0,29.44,77.3,1022.85,10,5038.0,0,16.89806309671705,1121.8290900000002,-48927.59,0
944.77,5126.28,81.97,1000.0,13.18492976197012,0.124,-0.776,-0.896,991.0,28.63,31.02,1002.23,230,4997.0,1,13.18492976197012,936.26707,-48908.170000000006,0
1037.46,5159.81,89.58,1000.0,17.010738149046073,0.527,-0.455,-0.08,958.0,22.33,30.89,1010.5,341,5052.0,0,17.010738149046073,993.8866800000001,-48913.92,0
804.05,5001.23,98.93,1000.0,15.325360449900938,0.132,0.499,0.101,1003.0,25.97,81.07,1001.12,350,5073.0,0,15.325360449900938,806.46215,-48914.55,0
1054.44,4888.37,91.22,1000.0,23.03600660571199,0.089,0.402,-0.086,1035.0,19.18,51.68,1010.34,113,4876.0,1,23.03600660571199,1091.3454000000002,-48922.93,0
1165.31,5198.88,93.35,1000.0,5.835267463990521,-0.06,0.108,-0.314,1069.0,28.12,54.41,1007.27,1,5026.0,0,5.835267463990521,1245.7163899999998,-48911.92,0
1045.03,5105.61,82.26,1000.0,6.4573260034657425,,0.821,0.511,972.0,33.45,86.65,1015.89,134,4988.0,0,6.457326003465742,1015.7691599999999,-48914.36,0
1149.48,4846.31,82.87,1000.0,9.696730098509624,-0.357,-0.845,0.16,977.0,29.42,83.82,1012.39,116,5110.0,1,9.696730098509624,1123.04196,-48915.380000000005,0
1089.59,5009.82,89.29,1000.0,12.333534497555064,0.074,-0.104,-0.456,1026.0,24.59,53.43,1019.07,310,4925.0,1,12.333534497555064,1117.91934,-48916.98,0
848.22,4729.66,99.03,1000.0,24.185981684244286,0.509,0.28,-0.424,1004.0,20.17,77.91,1024.81,357,5083.0,0,24.185981684244283,851.61288,-48928.7,0
1160.98,5137.18,87.22,1000.0,23.11543913827526,0.285,0.395,-0.381,958.0,28.42,57.21,1015.98,319,4907.0,0,23.11543913827526,1112.21884,-48916.81,0
826.58,4947.55,97.55,1000.0,21.501475536762097,,0.402,-0.174,999.0,22.03,55.78,1012.28,259,4988.0,0,21.501475536762097,825.75342,-48920.37,0
1013.59,4912.86,82.41,1000.0,7.525550636518084,-0.553,0.362,0.018,1040.0,25.14,31.16,1014.76,167,4980.0,1,7.525550636518084,1054.1336000000001,-48911.270000000004,0
856.85,4993.43,92.34,1000.0,17.15606227649744,0.261,0.66,0.207,959.0,28.83,77.61,1031.41,325,5036.0,1,17.15606227649744,821.71915,-48915.97,0
804.68,5008.06,92.01,1000.0,10.432104394583781,-0.2,0.381,-0.412,1002.0,20.99,78.46,1004.88,309,5051.0,0,10.432104394583781,806.28936,-48918.64,0
968.81,5178.99,97.2,1000.0,24.539117123272334,,-0.577,-0.678,961.0,25.52,75.86,1013.32,283,5058.0,1,24.539117123272334,931.0264099999999,-48910.840000000004,0
918.02,5118.22,80.07,1000.0,7.371098972259926,0.276,-0.227,0.197,1033.0,19.81,87.9,1003.15,129,4987.0,1,7.371098972259926,948.31466,-48920.4,0
994.4,4968.72,83.8,1000.0,5.853589223186251,-0.578,-0.848,0.414,1029.0,23.38,32.87,1009.71,42,4857.0,0,5.853589223186251,1023.2375999999999,-48910.02,0
1030.88,5152.73,84.39,1000.0,20.388973323579116,0.079,0.498,0.855,993.0,22.77,88.01,1018.74,274,4966.0,0,20.388973323579116,1023.66384,-48910.42,0
817.5,5080.15,99.0,1000.0,16.85069526798875,0.118,0.597,0.202,980.0,31.13,81.51,1016.63,217,4994.0,0,16.85069526798875,801.15,-48918.44,0
849.2,4914.68,83.07,1000.0,19.687909975957506,0.499,-0.61,-0.365,942.0,26.09,37.06,1013.73,143,5028.0,1,19.687909975957506,799.9464,-48913.65,0
1023.46,4975.06,80.74,1000.0,6.219269014864548,-0.258,-0.19,0.305,1018.0,21.69,32.53,998.03,344,5078.0,0,6.2192690148645475,1041.88228,-48921.47,0
937.27,4970.36,90.69,1000.0,22.050622737827403,-0.031,-0.878,-0.075,1010.0,22.95,31.23,1021.08,243,4984.0,3,22.050622737827403,946.6427,-48909.03,0
1091.67,5101.05,90.57,1000.0,15.95950242157773,0.085,-0.061,-0.673,994.0,30.14,37.0,1026.12,114,4973.0,0,15.95950242157773,1085.11998,-48909.37,0
1060.92,4926.6,96.88,1000.0,15.401804933760449,,-0.413,-0.024,1002.0,17.2,79.17,997.23,27,4997.0,1,15.401804933760449,1063.04184,-48915.11,0
1138.24,,98.98,1000.0,14.020560456948283,-0.268,-0.584,0.141,1008.0,20.99,52.22,1019.01,343,5059.0,0,14.020560456948283,1147.34592,-48916.25,0
1077.0,5393.75,90.77,1000.0,18.047713696727733,-0.287,-0.012,0.717,1020.0,19.81,67.29,1000.87,91,5022.0,0,18.047713696727733,1098.54,-48911.2,0
971.97,5187.95,98.6,1000.0,10.993923810493028,-0.064,0.941,0.036,1030.0,25.88,53.63,1022.91,343,5097.0,0,10.993923810493026,1001.1291,-48924.77,0
1069.19,4847.88,94.5,1000.0,5.662577444342264,0.874,0.398,-0.408,1061.0,25.68,64.3,1021.4,286,5053.0,0,5.662577444342264,1134.4105900000002,-48916.19,0
910.15,5114.19,85.29,1000.0,13.20453287634518,-0.046,-0.126,-0.943,1003.0,24.3,46.69,1026.62,331,5042.0,0,13.20453287634518,912.88045,-48916.11,0
922.53,5023.67,98.57,1000.0,17.61290564410482,0.244,-0.024,-0.615,982.0,24.65,83.9,1007.87,297,5002.0,0,17.61290564410482,905.92446,-48918.0,0
1115.59,5078.31,93.35,1000.0,6.126527471639075,0.016,0.939,-0.485,983.0,18.34,67.11,1006.92,245,4971.0,0,6.126527471639075,1096.62497,-48908.96,0
978.57,5027.47,88.28,1000.0,7.554244724091689,-0.154,0.629,0.833,994.0,20.37,57.92,1031.88,155,4982.0,0,7.554244724091689,972.6985800000001,-48915.2,0
1119.35,5237.93,93.6,1000.0,16.380412080011638,,-0.155,-0.095,1051.0,27.96,46.63,1011.28,154,4979.0,0,16.380412080011638,1176.4368499999998,-48917.07,0
1128.97,5069.12,88.03,1000.0,8.408469212532426,0.385,0.251,-0.045,989.0,17.74,47.8,1008.11,185,5010.0,0,8.408469212532426,1116.55133,-48927.82,0
1143.02,4987.58,82.28,1000.0,6.473648422297633,-0.027,-0.499,0.551,1054.0,23.71,71.76,1005.18,111,4964.0,0,6.473648422297633,1204.74308,-48913.01,0
1166.65,5208.44,94.38,1000.0,22.25751110761629,-0.08,0.012,0.301,1008.0,29.83,54.6,998.47,60,5000.0,0,22.25751110761629,1175.9832000000001,-48916.67,0
972.39,5046.66,96.48,1000.0,6.282473042446051,-0.117,0.382,-0.131,952.0,26.1,63.89,1009.33,265,4912.0,0,6.282473042446051,925.71528,-48915.77,0
927.55,5024.3,94.58,1000.0,9.742162328346293,-0.497,0.51,0.573,,21.62,89.25,1021.86,326,5045.0,1,9.742162328346293,929.4051,-48912.73,0
1032.88,5062.8,84.58,1000.0,11.218644605260012,0.52,-0.32,-0.342,969.0,28.63,48.96,998.64,215,4989.0,1,11.218644605260014,1000.8607200000001,-48921.26,0
948.47,4981.28,99.13,1000.0,12.061070646736717,-0.223,0.501,0.142,942.0,21.42,54.57,1012.03,71,5048.0,0,12.061070646736717,893.45874,-48916.07,0
1040.43,5001.85,80.51,1000.0,10.043684125821887,0.735,0.074,-0.628,971.0,25.31,49.3,1013.37,164,5032.0,0,10.043684125821887,1010.25753,-48916.64,0
1082.23,4882.66,86.65,1000.0,23.41420999104595,0.122,-0.144,0.13,1009.0,21.14,35.39,1000.69,259,5144.0,0,23.41420999104595,1091.97007,-48913.35,0
1075.36,4849.77,85.2,1000.0,15.550698636862169,0.703,0.955,0.509,990.0,17.6,86.42,999.18,72,5117.0,2,15.550698636862169,1064.6064,-48919.5,0
949.82,4800.29,80.96,1000.0,10.0118432775338,-0.1,-0.18,0.436,1019.0,24.43,75.02,1011.64,184,5033.0,0,10.0118432775338,967.8665800000001,-48917.42,0
866.74,4721.6,88.11,1000.0,9.980699461592293,-0.367,-0.554,0.451,989.0,31.07,66.8,1023.37,149,4870.0,3,9.980699461592293,857.20586,-48908.9,0
972.21,4824.06,92.46,1000.0,12.541558058454822,0.522,-0.336,1.444,956.0,30.73,31.44,1002.67,300,5007.0,0,12.541558058454822,929.43276,-48919.54,0
857.04,4965.15,97.65,1000.0,2.77572378152841,-0.281,0.363,-0.134,1009.0,28.69,80.0,1007.99,183,5095.0,1,2.77572378152841,864.7533599999999,-48909.57,0
1156.04,5020.62,99.79,1000.0,24.244451087633113,0.643,-0.493,-0.452,1008.0,28.6,34.31,1012.66,99,4997.0,2,24.244451087633113,1165.28832,-48909.65,0
938.35,4945.74,96.16,1000.0,7.540587836486047,0.289,0.415,0.228,994.0,28.81,37.72,1028.68,146,5087.0,0,7.540587836486047,932.7199,-48897.94,0
861.78,4528.86,89.37,1000.0,16.404130924519606,0.732,-0.427,-0.44,1039.0,24.0,35.23,1019.96,145,4885.0,1,16.404130924519606,895.38942,-48911.55,0
810.18,5314.92,94.47,1000.0,18.39461069215291,-0.488,-0.038,-0.566,1048.0,18.79,38.78,1028.39,267,4839.0,0,18.39461069215291,849.0686399999998,-48913.8,0
1058.33,5217.3,96.87,1000.0,19.88097136450409,0.478,1.105,-0.126,992.0,25.85,68.26,1021.34,22,4906.0,0,19.88097136450409,1049.8633599999998,-48909.31,0
1054.76,5089.15,89.31,1000.0,6.383254952718342,-0.371,-0.441,0.99,981.0,29.71,34.87,1023.16,209,5044.0,0,6.383254952718342,1034.71956,-48916.93,0
936.24,5381.5,95.7,1000.0,13.157022605914626,-1.198,-1.01,0.345,984.0,29.32,68.09,997.23,81,4994.0,0,13.157022605914626,921.26016,-48913.37,0
828.68,4804.53,89.65,1000.0,4.434104471937425,0.448,0.684,0.19,979.0,26.18,76.6,987.33,295,5003.0,1,4.434104471937425,811.2777199999999,-48919.060000000005,0
963.85,5377.53,87.73,1000.0,19.17239064430176,-0.003,-0.7,-0.836,968.0,26.7,57.49,1021.9,315,5131.0,0,19.17239064430176,933.0068,-48904.67,0
924.49,4806.96,90.52,1000.0,12.245098849235696,0.481,-0.406,-0.311,992.0,18.01,68.31,1016.72,221,5029.0,0,12.245098849235696,917.09408,-48920.25,0
1070.85,5047.75,93.52,1000.0,6.230983814898333,0.046,0.364,0.716,984.0,32.8,51.23,991.46,106,4993.0,1,6.230983814898333,1053.7163999999998,-48912.14,0
